[1, 1, 0, 1, 1]
93	93
193	100
273	80
376	103
448	72
545	97
625	80
696	71
779	83
857	78
936	79
1014	78
1109	95
1187	78
1261	74
1338	77
1421	83
1504	83
1600	96
1689	89
1785	96
1860	75
1930	70
2024	94
2120	96
2212	92
2277	65
2354	77
2435	81
2534	99
2627	93
2749	122
2841	92
2917	76
2990	73
3093	103
3160	67
3250	90
3356	106
3438	82
3510	72
3604	94
3697	93
3785	88
3874	89
3946	72
4026	80
4103	77
4198	95
4275	77
4382	107
4477	95
4560	83
4638	78
4704	66
4768	64
4841	73
4927	86
5028	101
5105	77
5210	105
5289	79
5388	99
5465	77
5556	91
5640	84
5707	67
5789	82
5872	83
5962	90
6052	90
6127	75
6200	73
6295	95
6391	96
6486	95
6563	77
6667	104
6752	85
6830	78
6915	85
6998	83
7072	74
7151	79
7233	82
7316	83
7409	93
7482	73
7566	84
7680	114
7761	81
7872	111
7986	114
8079	93
8168	89
8257	89
8346	89
8441	95
8517	76
8608	91
8692	84
8780	88
8887	107
8989	102
9074	85
9169	95
9241	72
9308	67
9417	109
9512	95
9591	79
9667	76
9751	84
9837	86
9933	96
10002	69
10100	98
10178	78
10276	98
10364	88
10454	90
10545	91
10628	83
10731	103
10825	94
10905	80
11021	116
11135	114
11226	91
11363	137
11436	73
11543	107
11625	82
11726	101
11840	114
11917	77
11997	80
12077	80
12195	118
12269	74
12345	76
12449	104
12525	76
12611	86
12723	112
12805	82
12901	96
12990	89
13089	99
13170	81
13244	74
13336	92
13415	79
13516	101
13595	79
13671	76
13786	115
13880	94
13959	79
14048	89
14138	90
14226	88
14330	104
14435	105
14543	108
14616	73
14718	102
14798	80
14885	87
14946	61
15030	84
15113	83
15192	79
15273	81
15358	85
15433	75
15554	121
15652	98
15747	95
15842	95
15937	95
16033	96
16129	96
16197	68
16281	84
16378	97
16474	96
16578	104
16669	91
16763	94
16884	121
16988	104
17123	135
17200	77
17287	87
17359	72
17433	74
17515	82
17600	85
17691	91
17771	80
17855	84
17927	72
18001	74
18100	99
18206	106
18307	101
18429	122
18531	102
18615	84
18730	115
18823	93
18912	89
18986	74
19096	110
19199	103
19310	111
19424	114
19513	89
19610	97
19724	114
19810	86
19923	113
20003	80
20092	89
20189	97
20289	100
20396	107
20491	95
20558	67
20652	94
20726	74
20831	105
20928	97
21027	99
21113	86
21212	99
21310	98
21420	110
21509	89
21632	123
21730	98
21834	104
21917	83
21997	80
22094	97
22188	94
22275	87
22417	142
22514	97
22592	78
22683	91
22790	107
22907	117
22986	79
23080	94
23173	93
23280	107
23388	108
23485	97
23569	84
23667	98
23760	93
23843	83
23926	83
24026	100
24128	102
24225	97
24309	84
24385	76
24486	101
24604	118
24681	77
24782	101
24896	114
24975	79
25057	82
25189	132
25267	78
25399	132
25524	125
25602	78
25719	117
25798	79
25877	79
25988	111
26060	72
26158	98
26247	89
26347	100
26437	90
26509	72
26599	90
26672	73
26779	107
26852	73
26947	95
27045	98
27176	131
27273	97
27360	87
27433	73
27525	92
27620	95
27707	87
27790	83
27907	117
27991	84
28096	105
28166	70
28267	101
28348	81
28440	92
28560	120
28636	76
28728	92
28815	87
28906	91
28984	78
29061	77
29160	99
29287	127
29356	69
29460	104
29596	136
29693	97
29784	91
29856	72
29985	129
30105	120
30204	99
30273	69
30390	117
30484	94
30576	92
30696	120
30823	127
30919	96
31008	89
31102	94
31211	109
31311	100
31414	103
31498	84
31580	82
31700	120
31787	87
31881	94
31967	86
32083	116
32177	94
32268	91
32352	84
32445	93
32571	126
32679	108
32780	101
32872	92
32970	98
33083	113
33179	96
33278	99
33367	89
33483	116
33601	118
33693	92
33819	126
33952	133
34052	100
34151	99
34243	92
34329	86
34412	83
34498	86
34616	118
34719	103
34816	97
34947	131
35064	117
35152	88
35235	83
35340	105
35449	109
35557	108
35664	107
35764	100
35857	93
35947	90
36052	105
36139	87
36239	100
36326	87
36444	118
36525	81
36653	128
36743	90
36861	118
36955	94
37061	106
37164	103
37249	85
37333	84
37412	79
37522	110
37612	90
37704	92
37797	93
37879	82
37988	109
38073	85
38179	106
38294	115
38414	120
38510	96
38621	111
38732	111
38843	111
38936	93
39039	103
39145	106
39237	92
39346	109
39434	88
39518	84
39616	98
39698	82
39778	80
39869	91
39966	97
40059	93
40174	115
40302	128
40406	104
40539	133
40666	127
40767	101
40877	110
40969	92
41122	153
41243	121
41365	122
41464	99
41553	89
41683	130
41793	110
41897	104
41998	101
42118	120
42234	116
42355	121
42492	137
42586	94
42680	94
42843	163
42961	118
43072	111
43178	106
43284	106
43397	113
43517	120
43655	138
43774	119
43867	93
43980	113
44097	117
44212	115
44314	102
44432	118
44530	98
44614	84
44717	103
44816	99
44905	89
44982	77
45090	108
45174	84
45302	128
45389	87
45486	97
45598	112
45687	89
45824	137
45985	161
46105	120
46224	119
46343	119
46439	96
46563	124
46669	106
46788	119
46913	125
47064	151
47176	112
47285	109
47413	128
47527	114
47632	105
47759	127
47853	94
47965	112
48124	159
48225	101
48322	97
48425	103
48518	93
48622	104
48742	120
48886	144
48996	110
49090	94
49211	121
49306	95
49419	113
49554	135
49638	84
49784	146
49920	136
50022	102
50179	157
50337	158
50454	117
50554	100
50670	116
50801	131
50928	127
51027	99
51122	95
51248	126
