[1, 1, 1, 1, 1]
117	117
195	78
273	78
375	102
473	98
564	91
644	80
754	110
845	91
915	70
981	66
1071	90
1142	71
1232	90
1318	86
1392	74
1485	93
1581	96
1664	83
1749	85
1861	112
1947	86
2018	71
2114	96
2199	85
2281	82
2392	111
2484	92
2557	73
2633	76
2742	109
2828	86
2927	99
3019	92
3093	74
3197	104
3275	78
3362	87
3454	92
3564	110
3645	81
3721	76
3826	105
3917	91
4023	106
4133	110
4201	68
4313	112
4402	89
4483	81
4553	70
4647	94
4730	83
4807	77
4902	95
4975	73
5074	99
5168	94
5248	80
5314	66
5397	83
5472	75
5554	82
5629	75
5705	76
5779	74
5850	71
5937	87
6008	71
6081	73
6176	95
6288	112
6402	114
6500	98
6586	86
6657	71
6771	114
6867	96
6961	94
7035	74
7116	81
7207	91
7327	120
7415	88
7486	71
7568	82
7656	88
7728	72
7805	77
7888	83
7963	75
8057	94
8155	98
8251	96
8332	81
8433	101
8564	131
8639	75
8719	80
8796	77
8878	82
8953	75
9044	91
9117	73
9221	104
9306	85
9375	69
9437	62
9506	69
9583	77
9674	91
9744	70
9866	122
9959	93
10055	96
10132	77
10214	82
10299	85
10377	78
10484	107
10567	83
10682	115
10774	92
10860	86
10941	81
11027	86
11094	67
11200	106
11297	97
11383	86
11470	87
11544	74
11639	95
11712	73
11792	80
11873	81
11944	71
12063	119
12133	70
12220	87
12292	72
12369	77
12471	102
12550	79
12669	119
12779	110
12865	86
12953	88
13047	94
13135	88
13220	85
13299	79
13391	92
13479	88
13559	80
13652	93
13733	81
13807	74
13878	71
13952	74
14036	84
14116	80
14199	83
14273	74
14344	71
14426	82
14515	89
14604	89
14683	79
14795	112
14895	100
15002	107
15094	92
15180	86
15261	81
15346	85
15408	62
15505	97
15583	78
15647	64
15731	84
15828	97
15905	77
15993	88
16072	79
16170	98
16258	88
16360	102
16454	94
16543	89
16633	90
16749	116
16850	101
16920	70
17008	88
17084	76
17210	126
17285	75
17360	75
17454	94
17538	84
17641	103
17730	89
17843	113
17932	89
18011	79
18103	92
18199	96
18282	83
18377	95
18482	105
18559	77
18654	95
18740	86
18850	110
18951	101
19066	115
19165	99
19255	90
19336	81
19420	84
19515	95
19598	83
19683	85
19769	86
19871	102
19979	108
20060	81
20157	97
20258	101
20353	95
20462	109
20537	75
20623	86
20731	108
20854	123
20929	75
21033	104
21110	77
21207	97
21325	118
21417	92
21530	113
21627	97
21715	88
21811	96
21908	97
22010	102
22115	105
22197	82
22264	67
22362	98
22446	84
22572	126
22740	168
22819	79
22915	96
22994	79
23074	80
23168	94
23252	84
23322	70
23408	86
23492	84
23588	96
23696	108
23824	128
23912	88
24011	99
24088	77
24185	97
24276	91
24379	103
24465	86
24576	111
24681	105
24750	69
24851	101
24922	71
25012	90
25114	102
25232	118
25321	89
25411	90
25491	80
25601	110
25696	95
25764	68
25861	97
25934	73
26028	94
26107	79
26195	88
26309	114
26399	90
26499	100
26620	121
26706	86
26793	87
26891	98
26979	88
27068	89
27148	80
27213	65
27335	122
27418	83
27519	101
27643	124
27725	82
27806	81
27894	88
27991	97
28109	118
28210	101
28304	94
28385	81
28470	85
28575	105
28654	79
28754	100
28842	88
28946	104
29030	84
29121	91
29239	118
29331	92
29444	113
29559	115
29679	120
29758	79
29827	69
29936	109
30020	84
30109	89
30206	97
30309	103
30431	122
30533	102
30658	125
30735	77
30861	126
30977	116
31076	99
31182	106
31290	108
31388	98
31484	96
31592	108
31703	111
31776	73
31886	110
31994	108
32077	83
32179	102
32258	79
32360	102
32476	116
32576	100
32705	129
32827	122
32927	100
33026	99
33112	86
33209	97
33323	114
33405	82
33513	108
33608	95
33766	158
33862	96
33952	90
34052	100
34122	70
34204	82
34303	99
34433	130
34524	91
34648	124
34748	100
34842	94
34942	100
35036	94
35164	128
35249	85
35361	112
35453	92
35567	114
35664	97
35735	71
35818	83
35931	113
36056	125
36162	106
36270	108
36361	91
36432	71
36522	90
36603	81
36706	103
36795	89
36875	80
36982	107
37063	81
37176	113
37284	108
37381	97
37484	103
37565	81
37654	89
37755	101
37859	104
37953	94
38040	87
38171	131
38250	79
38333	83
38425	92
38535	110
38636	101
38738	102
38840	102
38949	109
39059	110
39148	89
39277	129
39378	101
39481	103
39573	92
39657	84
39762	105
39849	87
39958	109
40060	102
40178	118
40279	101
40383	104
40516	133
40635	119
40744	109
40877	133
40958	81
41110	152
41240	130
41327	87
41476	149
41600	124
41699	99
41826	127
41913	87
42063	150
42156	93
42248	92
42383	135
42481	98
42574	93
42671	97
42778	107
42892	114
43023	131
43121	98
43220	99
43381	161
43490	109
43620	130
43750	130
43842	92
43954	112
44047	93
44154	107
44252	98
44352	100
44465	113
44575	110
44659	84
44753	94
44867	114
44981	114
45060	79
45156	96
45300	144
45423	123
45531	108
45630	99
45755	125
45846	91
45937	91
46052	115
46146	94
46304	158
46473	169
46577	104
46682	105
46812	130
46905	93
47009	104
47163	154
47256	93
47348	92
47444	96
47542	98
47646	104
47749	103
47868	119
47949	81
48077	128
48185	108
48290	105
48405	115
48508	103
48610	102
48713	103
48831	118
48969	138
49090	121
49180	90
49312	132
49425	113
49516	91
49625	109
49729	104
49834	105
49943	109
50059	116
50180	121
50359	179
50529	170
50654	125
50744	90
50882	138
51035	153
51169	134
51292	123
51432	140
51564	132
51701	137
51789	88
51885	96
52119	234
52222	103
52298	76
52427	129
52556	129
52718	162
52819	101
52949	130
53059	110
53216	157
53325	109
53461	136
53565	104
53693	128
53846	153
53987	141
54129	142
54313	184
54418	105
54538	120
54666	128
54767	101
54924	157
55051	127
55168	117
55305	137
55403	98
55610	207
55737	127
55869	132
56003	134
56115	112
56225	110
56377	152
56528	151
56626	98
56774	148
56895	121
57107	212
57232	125
57334	102
57483	149
57598	115
57717	119
57813	96
57956	143
58111	155
58212	101
58358	146
58465	107
58636	171
58756	120
58873	117
59001	128
59130	129
59297	167
59420	123
59545	125
59682	137
59793	111
59932	139
60176	244
60313	137
60442	129
60602	160
60748	146
60868	120
61055	187
61185	130
61378	193
61585	207
61791	206
61941	150
62104	163
62246	142
62326	80
62463	137
62596	133
62740	144
62866	126
62981	115
63195	214
63362	167
63497	135
63602	105
63723	121
63885	162
64036	151
64248	212
64381	133
64552	171
64695	143
64857	162
65004	147
65167	163
65308	141
65438	130
65644	206
65853	209
66025	172
66165	140
66286	121
66507	221
66712	205
66819	107
66949	130
67199	250
67364	165
67538	174
67661	123
67775	114
67930	155
68069	139
68197	128
68369	172
68547	178
68744	197
68918	174
69013	95
69118	105
69250	132
69479	229
69607	128
69779	172
69985	206
70185	200
70323	138
70535	212
70731	196
70905	174
71075	170
71315	240
71473	158
71653	180
71872	219
72013	141
72343	330
72502	159
72701	199
72859	158
72995	136
73189	194
73328	139
73579	251
73786	207
73944	158
74106	162
74333	227
74553	220
74725	172
74922	197
75111	189
75295	184
75474	179
75686	212
75832	146
76075	243
76246	171
76474	228
76613	139
76785	172
77027	242
77137	110
77360	223
77520	160
77723	203
77923	200
78130	207
78292	162
78418	126
78642	224
78857	215
79031	174
79255	224
79376	121
79544	168
79650	106
79811	161
79944	133
80072	128
80297	225
80428	131
80667	239
81012	345
81273	261
81439	166
81753	314
82017	264
82242	225
82497	255
82676	179
82864	188
83050	186
83170	120
83424	254
83641	217
83843	202
84050	207
84293	243
84495	202
84871	376
85185	314
85405	220
85722	317
86007	285
86237	230
86434	197
86694	260
86926	232
87427	501
87788	361
88054	266
88347	293
88530	183
88791	261
89061	270
89460	399
89752	292
89997	245
90228	231
90397	169
90769	372
90965	196
91276	311
91568	292
91859	291
92166	307
92373	207
92616	243
92846	230
93018	172
93179	161
93353	174
93494	141
93765	271
93931	166
94128	197
94291	163
94512	221
94681	169
94980	299
95327	347
95701	374
96060	359
96363	303
96733	370
97079	346
97361	282
97579	218
97860	281
98161	301
98382	221
98642	260
98888	246
99405	517
99717	312
99922	205
100276	354
100559	283
100853	294
101274	421
101584	310
101961	377
102206	245
102628	422
102889	261
103124	235
103334	210
103626	292
104038	412
104372	334
104738	366
104956	218
105287	331
105576	289
106082	506
106453	371
106675	222
106905	230
107401	496
107639	238
107931	292
108429	498
108745	316
109087	342
109441	354
109797	356
110119	322
110447	328
110786	339
111167	381
111481	314
111880	399
112163	283
112558	395
113045	487
113256	211
113587	331
113836	249
114172	336
114512	340
115073	561
115393	320
115822	429
116107	285
116492	385
116727	235
117095	368
117515	420
118058	543
118598	540
119088	490
