[1, 1, 1, 0, 1]
74	74
159	85
229	70
310	81
397	87
489	92
577	88
685	108
754	69
829	75
913	84
1004	91
1104	100
1198	94
1294	96
1405	111
1479	74
1566	87
1644	78
1731	87
1839	108
1925	86
2017	92
2116	99
2206	90
2292	86
2384	92
2476	92
2564	88
2660	96
2743	83
2829	86
2920	91
2997	77
3092	95
3175	83
3265	90
3344	79
3438	94
3519	81
3616	97
3713	97
3807	94
3880	73
3988	108
4072	84
4197	125
4291	94
4372	81
4449	77
4530	81
4614	84
4720	106
4808	88
4908	100
4983	75
5105	122
5194	89
5289	95
5354	65
5466	112
5559	93
5653	94
5743	90
5825	82
5908	83
5975	67
6063	88
6156	93
6234	78
6307	73
6399	92
6502	103
6611	109
6704	93
6786	82
6866	80
6943	77
7019	76
7091	72
7154	63
7227	73
7335	108
7419	84
7518	99
7603	85
7676	73
7744	68
7832	88
7946	114
8014	68
8088	74
8157	69
8244	87
8330	86
8428	98
8525	97
8620	95
8712	92
8812	100
8927	115
9041	114
9139	98
9242	103
9331	89
9419	88
9490	71
9578	88
9661	83
9742	81
9826	84
9916	90
10038	122
10117	79
10210	93
10287	77
10385	98
10486	101
10569	83
10663	94
10763	100
10870	107
10985	115
11076	91
11187	111
11306	119
11412	106
11518	106
11621	103
11727	106
11819	92
11915	96
12001	86
12101	100
12204	103
12301	97
12375	74
12462	87
12565	103
12655	90
12738	83
12822	84
12911	89
12998	87
13084	86
13181	97
13297	116
13366	69
13438	72
13513	75
13595	82
13699	104
13796	97
13876	80
13955	79
14033	78
14110	77
14188	78
14284	96
14368	84
14439	71
14546	107
14636	90
14734	98
14812	78
14928	116
15046	118
15175	129
15267	92
15358	91
15442	84
15538	96
15623	85
15703	80
15786	83
15875	89
15972	97
16066	94
16148	82
16220	72
16302	82
16437	135
16506	69
16599	93
16736	137
16851	115
16950	99
17034	84
17127	93
17207	80
17298	91
17407	109
17491	84
17577	86
17708	131
17798	90
17906	108
17988	82
18070	82
18154	84
18243	89
18350	107
18425	75
18530	105
18619	89
18705	86
18781	76
18870	89
18937	67
19012	75
19125	113
19226	101
19314	88
19395	81
19487	92
19602	115
19695	93
19794	99
19876	82
19988	112
20087	99
20198	111
20298	100
20386	88
20475	89
20580	105
20694	114
20781	87
20900	119
21021	121
21122	101
21219	97
21296	77
21395	99
21476	81
21581	105
21701	120
21799	98
21905	106
21984	79
22079	95
22154	75
22255	101
22354	99
22458	104
22533	75
22648	115
22735	87
22829	94
